Study_ID,Country,Crop_Type,IoT_Devices,Sensor_Type,Irrigation_Mode,Water_Saved_%,Yield_Change_%,Cost_Reduction_%,ML_Model_Used,Model_Accuracy_%,Evaluation_Period_Days,Data_Quality_Flag,Notes
242,India,Grapes,NodeMCU + LoRa,Soil Temperature,Sprinkler,18,7,11,Ensemble,72,208,High,
243,India,Mango,Drones (NDVI),Soil Temperature,Drip + Sensor-driven,20,12,10,XGBoost,78,64,High,Pilot plot
244,India,Potato,Soil sensors + Drones,Air Temp,Flood,28,17,9,CNN,88,199,High,Long-term monitoring
245,South Africa,Soybean,Weather station,Multispectral Camera,Sprinkler + Auto,27,20,10,Reinforcement Learning (A2C),69,131,High,
246,India,Cotton,Weather station,Soil Temperature,Sprinkler,33,8,10,CNN,76,217,High,
247,India,Mango,Soil sensors + Weather station,EC (salinity),Sprinkler + Auto,37,9,22,RCNN,91,208,High,
248,India,Soybean,Soil sensors + Drones,NDVI,Sprinkler,30,8,15,XGBoost,86,152,High,
249,Egypt,Date Palm,Drones (NDVI),Air Temp,Sprinkler + Auto,31,13,8,CNN,92,305,Medium,Smallholder field
250,China,Mango,Weather station,Air Temp,Manual,35,12,14,Reinforcement Learning (A2C),73,213,Low,
251,India,Grapes,Cloud-connected sensors,Solar Radiation,Sprinkler + Auto,39,9,9,XGBoost,72,257,High,
252,India,Sorghum,Weather station,Soil Moisture,Cloud-auto (scheduled),18,12,9,Random Forest,79,264,High,Dry season
253,China,Wheat,Soil sensors + Weather station,NDVI,Manual,17,6,7,Ensemble,65,255,High,Pilot plot
254,Ghana,Soybean,Soil sensors + Drones,NDVI,Drip,36,2,20,XGBoost,75,74,High,Long-term monitoring
255,India,Millet,Soil sensors + Weather station,EC (salinity),Sprinkler + Auto,28,9,13,Random Forest,74,135,Medium,Edge device tested
256,India,Tomato,Soil sensors + Weather station,Air Temp,Manual,31,20,6,Random Forest,83,323,High,Pilot plot
257,India,Sorghum,Edge device + Vision,Soil Moisture,Cloud-auto (scheduled),16,8,3,Random Forest,77,97,High,Long-term monitoring
258,Ghana,Soybean,Drones (NDVI),Air Temp,Cloud-auto (scheduled),27,5,7,XGBoost,95,68,Medium,Pilot plot
259,Bangladesh,Millet,Weather station,EC (salinity),Drip + Sensor-driven,34,6,9,XGBoost,86,31,Medium,Pilot plot
260,Ghana,Mango,Soil sensors + Weather station,EC (salinity),Sprinkler,30,4,14,XGBoost,82,249,Medium,
261,India,Tomato,Drones (NDVI),Air Temp,Drip + Sensor-driven,28,13,14,LightGBM,85,54,High,Dry season
262,India,Maize,Vision camera (edge),Soil Moisture,Sprinkler + Auto,25,16,13,KNN,83,97,Medium,
263,Brazil,Tomato,Soil sensors,EC (salinity),Cloud-auto (scheduled),29,21,12,KNN,66,362,High,
264,India,Millet,Soil sensors + Drones,Multispectral Camera,Sprinkler,26,10,6,Linear Regression,67,274,High,
265,China,Mango,Soil sensors,EC (salinity),Sprinkler,25,7,15,XGBoost,85,97,High,
266,India,Sorghum,Soil sensors,EC (salinity),Manual,22,6,11,Random Forest,82,98,Medium,Pilot plot
267,China,Rice,Soil sensors + Weather station,Air Temp,Drip + Sensor-driven,42,19,12,Random Forest,85,107,Low,Dry season
268,Brazil,Wheat,NodeMCU + LoRa,Air Temp,Sprinkler,21,12,10,XGBoost,80,249,High,
269,India,Wheat,Weather station,NDVI,Drip,23,11,11,KNN,77,184,High,Long-term monitoring
270,Ghana,Tomato,Soil sensors + Drones,Humidity,Drip + Sensor-driven,22,4,8,Random Forest,84,356,High,
271,Spain,Potato,NodeMCU + LoRa,Air Temp,Sprinkler + Auto,34,19,13,RCNN,81,217,High,
272,China,Sorghum,Soil sensors,Soil Temperature,Drip,23,6,10,Linear Regression,84,60,Low,
273,India,Millet,Soil sensors + Weather station,Multispectral Camera,Sprinkler + Auto,36,5,18,Linear Regression,75,304,High,
274,India,Wheat,Soil sensors + Weather station,Humidity,Micro-irrigation,33,7,13,XGBoost,86,354,Medium,Pilot plot
275,India,Grapes,Soil sensors + Drones,Humidity,Drip,29,14,10,LightGBM,62,89,High,Cloud outage recorded
276,Egypt,Soybean,Soil sensors + Drones,Soil Temperature,Drip,25,11,9,KNN,62,113,High,
277,China,Millet,Weather station,EC (salinity),Micro-irrigation,37,6,22,LightGBM,84,90,Medium,
278,South Africa,Tomato,Soil sensors + Weather station,NDVI,Sprinkler,19,7,4,CNN,84,58,High,
279,India,Tomato,Edge device + Vision,Soil Temperature,Flood,16,15,6,Linear Regression,68,36,High,
280,Bangladesh,Maize,Soil sensors,Soil Moisture,Sprinkler + Auto,32,1,15,Random Forest,80,193,High,
281,Bangladesh,Date Palm,Soil sensors + Drones,Soil Moisture,Micro-irrigation,29,7,16,CNN,96,53,Low,
282,China,Tomato,Edge device + Vision,NDVI,Manual,30,17,16,XGBoost,80,218,High,
283,India,Sugarcane,Weather station,EC (salinity),Drip + Sensor-driven,30,9,12,Ensemble,82,309,Medium,
284,India,Grapes,Soil sensors,EC (salinity),Drip,30,3,17,Linear Regression,73,222,Medium,Pilot plot
285,India,Cotton,Drones (NDVI),Soil Moisture,Micro-irrigation,21,14,8,Linear Regression,75,148,Medium,
286,Egypt,Potato,Vision camera (edge),Soil Temperature,Sprinkler,15,27,7,Reinforcement Learning (A2C),87,231,High,
287,Bangladesh,Maize,Weather station,NDVI,Manual,22,13,13,XGBoost,75,197,High,
288,India,Cotton,Soil sensors,Soil Temperature,Micro-irrigation,32,5,12,XGBoost,81,190,High,
289,Australia,Cotton,Vision camera (edge),Solar Radiation,Cloud-auto (scheduled),29,14,17,Linear Regression,76,185,Medium,
290,India,Potato,Soil sensors,Humidity,Manual,28,21,13,Linear Regression,74,183,High,
291,Australia,Mango,Soil sensors + Weather station,Humidity,Sprinkler,34,16,10,Ensemble,90,101,High,
292,South Africa,Cotton,Soil sensors,Multispectral Camera,Manual,21,19,10,LightGBM,84,73,High,
293,Portugal,Rice,Cloud-connected sensors,Humidity,Drip + Sensor-driven,27,9,15,Linear Regression,75,199,High,
294,India,Sugarcane,Vision camera (edge),Multispectral Camera,Drip + Sensor-driven,33,18,16,KNN,70,118,High,Cloud outage recorded
295,India,Maize,Soil sensors,Humidity,Cloud-auto (scheduled),34,16,18,LightGBM,73,275,High,
296,India,Cotton,Soil sensors + Drones,Humidity,Drip,35,13,13,Ensemble,81,213,High,High sensor drift
297,Brazil,Date Palm,Drones (NDVI),NDVI,Micro-irrigation,32,8,11,Reinforcement Learning (A2C),78,45,Medium,
298,South Africa,Mango,Soil sensors + Weather station,Humidity,Micro-irrigation,25,-1,12,KNN,64,166,High,
299,Ghana,Cotton,Soil sensors + Weather station,Multispectral Camera,Manual,15,5,4,LightGBM,73,118,High,
300,South Africa,Millet,Drones (NDVI),Soil Moisture,Manual,29,5,14,RCNN,80,318,Low,Dry season
301,China,Maize,Vision camera (edge),Soil Temperature,Drip,42,15,17,Random Forest,80,299,High,
302,USA,Sorghum,Soil sensors,Air Temp,Manual,25,9,8,Random Forest,72,102,Medium,High sensor drift
303,Australia,Potato,Soil sensors + Drones,Multispectral Camera,Sprinkler,18,15,8,XGBoost,97,110,Medium,
304,USA,Mango,Soil sensors + Drones,Air Temp,Manual,32,12,16,RCNN,89,119,High,Cloud outage recorded
305,India,Millet,Soil sensors,Multispectral Camera,Drip,32,10,7,XGBoost,82,343,High,
306,Australia,Maize,Drones (NDVI),Soil Temperature,Flood,21,12,5,XGBoost,70,355,Medium,
307,Egypt,Soybean,Soil sensors + Drones,EC (salinity),Drip + Sensor-driven,31,3,16,Random Forest,74,64,High,
308,India,Mango,Soil sensors + Drones,Air Temp,Sprinkler + Auto,17,11,8,XGBoost,75,309,High,Edge device tested
309,USA,Soybean,Weather station,Solar Radiation,Sprinkler,34,3,9,Linear Regression,70,40,High,Pilot plot
310,India,Grapes,Soil sensors,Soil Temperature,Sprinkler,22,12,9,LightGBM,78,277,Medium,
311,Egypt,Sugarcane,NodeMCU + LoRa,Air Temp,Drip,33,-1,19,Random Forest,85,127,High,
312,Australia,Date Palm,Weather station,NDVI,Cloud-auto (scheduled),36,9,15,Linear Regression,73,322,High,
313,India,Rice,Vision camera (edge),NDVI,Drip + Sensor-driven,29,10,15,Linear Regression,76,117,Medium,Dry season
314,Brazil,Tomato,Edge device + Vision,Solar Radiation,Drip + Sensor-driven,30,11,9,Random Forest,72,358,High,
315,Brazil,Potato,Weather station,Soil Moisture,Cloud-auto (scheduled),38,2,19,Random Forest,77,167,High,
316,Egypt,Wheat,Soil sensors,EC (salinity),Sprinkler + Auto,33,6,12,RCNN,80,313,High,
317,China,Date Palm,Soil sensors + Drones,Solar Radiation,Flood,23,4,10,Linear Regression,89,47,High,Edge device tested
318,Egypt,Sugarcane,Soil sensors,Solar Radiation,Micro-irrigation,34,5,19,Random Forest,81,138,Medium,
319,Bangladesh,Soybean,Vision camera (edge),Air Temp,Cloud-auto (scheduled),27,9,12,Ensemble,81,64,High,
320,China,Tomato,Soil sensors + Weather station,Soil Moisture,Sprinkler + Auto,19,11,7,Random Forest,81,320,High,Pilot plot
321,Australia,Sugarcane,Edge device + Vision,NDVI,Manual,43,4,16,Random Forest,93,365,High,
322,India,Grapes,Soil sensors,Multispectral Camera,Drip,36,16,21,LightGBM,86,151,High,
323,India,Potato,Soil sensors,NDVI,Cloud-auto (scheduled),38,7,9,CNN,83,80,Low,
324,India,Millet,Vision camera (edge),EC (salinity),Cloud-auto (scheduled),21,5,7,Reinforcement Learning (A2C),78,75,High,
325,Portugal,Millet,Vision camera (edge),EC (salinity),Drip,27,10,15,Random Forest,71,189,Medium,
326,South Africa,Date Palm,Solar-powered sensors,Soil Moisture,Micro-irrigation,33,22,11,Ensemble,91,59,High,
327,Australia,Millet,Weather station,EC (salinity),Drip + Sensor-driven,25,19,10,Reinforcement Learning (A2C),81,93,Medium,
328,China,Mango,Soil sensors,Solar Radiation,Manual,29,5,17,Ensemble,86,162,Medium,Cloud outage recorded
329,India,Rice,Soil sensors,Humidity,Flood,17,10,4,KNN,61,167,Medium,
330,Brazil,Sorghum,Soil sensors + Drones,Solar Radiation,Micro-irrigation,39,7,13,Reinforcement Learning (A2C),87,34,High,Cloud outage recorded
331,Egypt,Millet,Soil sensors + Drones,Multispectral Camera,Sprinkler + Auto,32,2,19,XGBoost,80,141,High,Edge device tested
332,Bangladesh,Wheat,Soil sensors,EC (salinity),Cloud-auto (scheduled),28,14,15,Linear Regression,91,62,High,
333,India,Tomato,Weather station,NDVI,Flood,24,10,6,Ensemble,80,59,Medium,Edge device tested
334,Bangladesh,Potato,Soil sensors + Drones,Soil Moisture,Drip + Sensor-driven,34,12,16,Random Forest,76,244,High,Edge device tested
335,Egypt,Sugarcane,Edge device + Vision,EC (salinity),Flood,15,-2,5,Reinforcement Learning (A2C),82,273,Low,High rainfall during eval period
336,India,Maize,Solar-powered sensors,Air Temp,Cloud-auto (scheduled),41,2,17,Random Forest,82,162,Medium,
337,Brazil,Soybean,NodeMCU + LoRa,Soil Temperature,Flood,26,9,9,Ensemble,81,187,High,High sensor drift
338,India,Tomato,Vision camera (edge),Soil Temperature,Drip + Sensor-driven,34,13,11,Reinforcement Learning (A2C),77,327,Low,
339,Brazil,Date Palm,Soil sensors,Multispectral Camera,Cloud-auto (scheduled),23,12,8,LightGBM,76,107,High,
340,Bangladesh,Sugarcane,NodeMCU + LoRa,Solar Radiation,Micro-irrigation,31,10,16,Ensemble,82,71,High,Smallholder field
341,India,Rice,Soil sensors,NDVI,Flood,26,17,7,Random Forest,86,111,High,Pilot plot
342,India,Grapes,Soil sensors + Weather station,Multispectral Camera,Sprinkler + Auto,13,9,3,XGBoost,78,49,High,
343,Brazil,Sorghum,Solar-powered sensors,Humidity,Drip,30,9,18,Reinforcement Learning (A2C),82,157,High,Cloud outage recorded
344,India,Grapes,Soil sensors + Weather station,NDVI,Micro-irrigation,22,5,9,Linear Regression,64,178,High,
345,China,Grapes,NodeMCU + LoRa,Air Temp,Manual,27,2,12,CNN,88,126,High,Solar powered
346,India,Cotton,Soil sensors + Drones,Air Temp,Flood,17,12,4,RCNN,83,116,High,
347,Bangladesh,Soybean,Weather station,Soil Moisture,Drip,38,10,23,KNN,69,40,High,
348,Bangladesh,Wheat,Soil sensors + Weather station,Solar Radiation,Micro-irrigation,28,7,7,KNN,67,34,High,High rainfall during eval period
349,India,Sugarcane,Soil sensors + Drones,Multispectral Camera,Sprinkler,26,7,10,Reinforcement Learning (A2C),79,174,High,
350,India,Cotton,Edge device + Vision,Humidity,Manual,19,14,9,Random Forest,64,50,High,Dry season
351,India,Rice,Soil sensors,Soil Temperature,Sprinkler,34,1,12,KNN,70,106,Low,Pilot plot
352,Ghana,Wheat,NodeMCU + LoRa,Humidity,Drip + Sensor-driven,37,7,18,Random Forest,78,267,High,
353,Brazil,Potato,Edge device + Vision,EC (salinity),Sprinkler + Auto,12,6,5,Linear Regression,75,53,High,
354,USA,Potato,Drones (NDVI),Solar Radiation,Cloud-auto (scheduled),22,9,9,Linear Regression,82,205,High,
355,Australia,Tomato,Solar-powered sensors,Solar Radiation,Sprinkler + Auto,27,9,7,Ensemble,75,87,High,Smallholder field
356,India,Sugarcane,Vision camera (edge),Solar Radiation,Micro-irrigation,37,4,14,Ensemble,72,343,High,Smallholder field
357,China,Mango,Soil sensors,Multispectral Camera,Drip + Sensor-driven,23,18,13,Random Forest,81,190,High,High rainfall during eval period
358,Ghana,Sugarcane,Soil sensors + Drones,Humidity,Manual,35,2,13,KNN,77,346,High,Long-term monitoring
359,China,Soybean,Soil sensors + Drones,Multispectral Camera,Micro-irrigation,29,22,13,CNN,80,343,High,Smallholder field
360,China,Mango,Solar-powered sensors,Air Temp,Sprinkler,30,14,13,XGBoost,82,199,Low,
361,India,Soybean,Drones (NDVI),Humidity,Sprinkler,23,12,9,Ensemble,77,259,High,
362,India,Mango,Soil sensors + Drones,Soil Moisture,Sprinkler,27,10,6,Linear Regression,69,311,High,
363,USA,Sugarcane,Soil sensors + Weather station,Humidity,Drip + Sensor-driven,32,1,11,XGBoost,75,57,Medium,High sensor drift
364,USA,Sugarcane,Soil sensors + Weather station,EC (salinity),Drip + Sensor-driven,34,16,9,Ensemble,90,143,High,
365,USA,Sorghum,Weather station,EC (salinity),Sprinkler,32,15,14,Random Forest,77,101,Medium,Solar powered
366,India,Sugarcane,Weather station,Soil Temperature,Sprinkler + Auto,20,6,5,Ensemble,91,127,Medium,
367,Bangladesh,Soybean,Solar-powered sensors,Soil Temperature,Drip + Sensor-driven,34,12,7,RCNN,97,288,High,
368,China,Rice,Soil sensors + Weather station,Multispectral Camera,Drip + Sensor-driven,38,20,19,Ensemble,86,120,Medium,
369,Portugal,Wheat,Drones (NDVI),EC (salinity),Sprinkler + Auto,34,7,19,Reinforcement Learning (A2C),71,157,High,Cloud outage recorded
370,China,Maize,Soil sensors,NDVI,Manual,24,1,9,LightGBM,96,353,High,
371,Egypt,Soybean,Drones (NDVI),Air Temp,Micro-irrigation,25,8,14,KNN,70,195,Medium,High rainfall during eval period
372,China,Sugarcane,Cloud-connected sensors,Multispectral Camera,Cloud-auto (scheduled),20,14,11,XGBoost,81,36,High,
373,India,Soybean,Soil sensors,NDVI,Micro-irrigation,32,8,17,KNN,85,104,Medium,Cloud outage recorded
374,India,Date Palm,Soil sensors,Solar Radiation,Sprinkler,33,13,15,KNN,73,317,Medium,High rainfall during eval period
375,Bangladesh,Date Palm,Edge device + Vision,NDVI,Drip,25,11,13,XGBoost,77,190,Low,
376,Ghana,Cotton,Soil sensors + Weather station,Solar Radiation,Flood,22,0,12,KNN,74,361,High,
377,Ghana,Cotton,Edge device + Vision,Humidity,Cloud-auto (scheduled),38,10,12,LightGBM,97,68,High,
378,China,Grapes,Soil sensors,NDVI,Cloud-auto (scheduled),39,13,21,RCNN,92,160,High,
379,Australia,Rice,Soil sensors,EC (salinity),Drip,34,8,7,Reinforcement Learning (A2C),68,184,High,
380,India,Sorghum,Soil sensors + Drones,Humidity,Micro-irrigation,35,3,21,Ensemble,81,111,High,
381,India,Cotton,NodeMCU + LoRa,EC (salinity),Manual,23,6,10,Random Forest,86,346,High,
382,India,Potato,Vision camera (edge),Humidity,Drip,35,18,10,XGBoost,90,88,High,
383,India,Date Palm,Solar-powered sensors,EC (salinity),Drip + Sensor-driven,28,8,14,Random Forest,82,363,High,
384,Australia,Maize,Cloud-connected sensors,Soil Moisture,Sprinkler,19,2,5,Reinforcement Learning (A2C),84,139,Medium,
385,India,Date Palm,Solar-powered sensors,Multispectral Camera,Sprinkler,26,19,14,Random Forest,79,265,Medium,
386,India,Maize,Edge device + Vision,Soil Temperature,Flood,14,18,5,XGBoost,71,260,Medium,
387,India,Soybean,Soil sensors,Soil Moisture,Sprinkler,36,6,16,RCNN,98,67,High,
388,India,Soybean,Drones (NDVI),Soil Temperature,Cloud-auto (scheduled),29,5,12,XGBoost,96,232,Medium,
389,India,Cotton,Soil sensors,Multispectral Camera,Cloud-auto (scheduled),35,15,11,Random Forest,86,361,High,High rainfall during eval period
390,Brazil,Maize,Soil sensors,Soil Moisture,Sprinkler + Auto,28,17,6,LightGBM,81,186,High,High sensor drift
391,India,Soybean,Solar-powered sensors,Air Temp,Micro-irrigation,29,13,15,Reinforcement Learning (A2C),86,159,High,
392,South Africa,Rice,Solar-powered sensors,Solar Radiation,Sprinkler,11,14,3,Linear Regression,66,80,High,
393,Australia,Potato,Soil sensors,Humidity,Sprinkler,17,9,7,Linear Regression,71,129,High,
394,USA,Tomato,Soil sensors + Drones,Air Temp,Manual,29,12,11,LightGBM,91,116,High,
395,India,Millet,Soil sensors + Drones,NDVI,Manual,31,8,17,Ensemble,75,275,High,
396,India,Date Palm,Soil sensors,Soil Temperature,Cloud-auto (scheduled),35,-3,15,Random Forest,79,305,High,Pilot plot
397,Ghana,Rice,Solar-powered sensors,Soil Moisture,Sprinkler + Auto,21,10,7,Random Forest,70,48,High,
398,Spain,Mango,Soil sensors + Drones,Air Temp,Manual,34,8,18,LightGBM,86,331,Medium,
399,China,Date Palm,Soil sensors,EC (salinity),Drip,28,2,7,Ensemble,62,344,Medium,Smallholder field
400,Bangladesh,Maize,Soil sensors + Weather station,Air Temp,Drip + Sensor-driven,32,7,13,Linear Regression,85,279,High,
401,India,Soybean,Weather station,EC (salinity),Sprinkler + Auto,25,5,11,XGBoost,85,53,High,Pilot plot
402,Egypt,Date Palm,Soil sensors + Weather station,NDVI,Cloud-auto (scheduled),30,6,14,RCNN,83,222,Medium,
403,Egypt,Wheat,Soil sensors + Weather station,Multispectral Camera,Flood,21,4,12,XGBoost,76,206,High,
404,USA,Date Palm,NodeMCU + LoRa,Solar Radiation,Micro-irrigation,27,3,14,CNN,93,173,High,
405,India,Millet,Edge device + Vision,Humidity,Sprinkler + Auto,26,9,6,Ensemble,77,276,Medium,
406,USA,Soybean,Solar-powered sensors,Soil Moisture,Flood,23,2,8,RCNN,88,112,High,
407,Brazil,Maize,Soil sensors,NDVI,Micro-irrigation,30,9,17,XGBoost,86,318,Medium,Cloud outage recorded
408,Australia,Cotton,Vision camera (edge),Solar Radiation,Drip + Sensor-driven,30,5,9,Ensemble,88,337,High,
409,Ghana,Sugarcane,Soil sensors + Drones,NDVI,Micro-irrigation,25,11,10,XGBoost,73,262,High,
410,Bangladesh,Maize,Soil sensors,Humidity,Sprinkler + Auto,28,11,10,Reinforcement Learning (A2C),72,120,High,
411,Brazil,Date Palm,Soil sensors + Weather station,Soil Temperature,Sprinkler,23,10,9,Random Forest,90,338,High,
412,Australia,Soybean,Soil sensors + Drones,Multispectral Camera,Manual,26,10,13,KNN,65,249,High,Solar powered
413,India,Sorghum,Soil sensors + Drones,Soil Temperature,Sprinkler + Auto,29,3,8,XGBoost,62,149,Low,
414,USA,Date Palm,Drones (NDVI),Humidity,Drip,29,21,11,Ensemble,86,325,High,
415,Bangladesh,Cotton,Soil sensors + Drones,EC (salinity),Sprinkler + Auto,40,9,21,Random Forest,77,363,High,
416,China,Sugarcane,Drones (NDVI),NDVI,Sprinkler + Auto,24,9,12,XGBoost,77,315,High,
417,China,Tomato,Cloud-connected sensors,EC (salinity),Sprinkler + Auto,23,6,12,Ensemble,75,90,Medium,
418,Egypt,Maize,Soil sensors,Multispectral Camera,Manual,19,10,10,Reinforcement Learning (A2C),76,56,High,
419,South Africa,Maize,Vision camera (edge),Multispectral Camera,Sprinkler,19,14,8,Random Forest,81,70,Medium,Solar powered
420,USA,Date Palm,Weather station,Soil Moisture,Micro-irrigation,26,9,12,XGBoost,79,133,Medium,High rainfall during eval period
421,India,Rice,Edge device + Vision,Humidity,Micro-irrigation,37,10,12,XGBoost,72,365,High,
422,Spain,Sorghum,Drones (NDVI),Multispectral Camera,Sprinkler + Auto,30,17,14,CNN,81,65,Low,
423,Ghana,Date Palm,NodeMCU + LoRa,EC (salinity),Manual,36,9,9,Random Forest,88,340,Low,
424,Bangladesh,Rice,Weather station,Multispectral Camera,Sprinkler,34,13,11,CNN,82,204,Low,Cloud outage recorded
425,Brazil,Sorghum,Soil sensors + Weather station,Solar Radiation,Sprinkler + Auto,26,3,10,Ensemble,85,203,Low,
426,China,Sugarcane,Solar-powered sensors,Solar Radiation,Sprinkler,24,10,13,XGBoost,82,142,Medium,
427,India,Potato,Soil sensors + Weather station,Soil Moisture,Cloud-auto (scheduled),36,9,21,Linear Regression,76,205,High,Dry season
428,India,Cotton,NodeMCU + LoRa,NDVI,Micro-irrigation,37,18,10,KNN,71,127,High,
429,Ghana,Tomato,Weather station,Humidity,Flood,27,16,13,XGBoost,97,84,High,
430,Australia,Mango,Soil sensors + Weather station,Soil Moisture,Drip + Sensor-driven,27,13,15,XGBoost,83,324,Medium,
431,Spain,Date Palm,Weather station,Humidity,Micro-irrigation,38,3,15,Ensemble,90,274,Low,
432,India,Soybean,Edge device + Vision,Solar Radiation,Sprinkler,27,17,9,XGBoost,91,34,High,
